@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute fold numeric

@data
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom18.cnf,1,1
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.120-NOTKNOWN.cnf,1,1
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-13-step17.cnf,1,1
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,1,1
./SAT02/industrial/dellacherie/comb/comb1.shuffled.cnf,1,1
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_2_keyfind_1.cnf,1,1
./SAT05/industrial/maris05/DriverLog/driverlog1_ks99i.renamed-as.sat05-3951.cnf,1,1
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,1
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,1,1
./SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,1
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,1
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf,1,1
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-nlzbe256-tseitin.cnf,1,1
SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,1
./SAT05/industrial/narain05/vpn/clauses-8.renamed-as.sat05-1964.cnf,1,1
./SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,1,1
./SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,1
./SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,1
./SAT11/application/leberre/2dimensionalstrippacking/E03N17.cnf,1,1
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,1
./SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,1
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,1
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.035-NOTKNOWN.cnf,1,1
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,1,1
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,1
./SAT11/application/leberre/2dimensionalstrippacking/E04F19.cnf,1,1
./SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf,1,1
./SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,1
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,1
SAT_RACE08/cnf/manol-pipe-f7nidw.cnf,1,1
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.035-NOTKNOWN.cnf,1,2
./SAT11/application/leberre/2dimensionalstrippacking/korf-18.cnf,1,2
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf,1,2
SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,2
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_1_keyfind_1.cnf,1,2
./SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,1,2
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.050-NOTKNOWN.cnf,1,2
./SAT07/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,2
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1,2
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,2
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top21.cnf,1,2
SAT_RACE08/cnf/ibm-2004-01-k90.cnf,1,2
./SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,2
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,2
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,2
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom25.cnf,1,2
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,2
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-30-step11.cnf,1,2
SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,2
./SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,2
./SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,2
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,2
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,2
./SAT11/application/leberre/2dimensionalstrippacking/E00N23.cnf,1,2
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,2
SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,2
./SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,2
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,1,2
./SAT03/industrial/li/li-exam/li-exam-61.shuffled-as.sat03-366.cnf,1,2
./SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,2
./SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,3
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf,1,3
