@RELATION ALGORITHM_RUNS_SAT11-INDU

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok , timeout , memout , not_applicable , crash , other}

@DATA
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,RestartSAT_B95,34.8797,ok
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,glueminisat_2.2.5,34.7317,ok
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,SAT09referencesolverprecosat_236,221.177,ok
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,minisathackcir_minisat_2011-05-13_simp_,203.375,ok
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,minisathackreferenceminisat_2.2.0,48.1037,ok
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,minisathackEBMiniSAT_2011-03-02,69.0105,ok
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,minisathackcontrasat_2011-03-02,67.7147,ok
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,minisathackLR_GL_SHR_2011-03-02,25.7511,ok
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,minisathackMiniSAT_2.2.0-agile-26,48.3806,ok
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,SAT09referencesolverglucose_1.0,43.8003,ok
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,glucose_2,28.6176,ok
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,EBGlucose_1.0,38.0702,ok
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,Lingeling_587f_fixed_,74.1107,ok
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,minisathackminisat_psm_2011-04-01,209.497,ok
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,CryptoMiniSat_Strange-Night2-st_fixed_,43.9483,ok
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,rcl_2011-04-01,59.254,ok
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,MPhaseSAT64_2011-05-14_fixed_,241.347,ok
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,QuteRSat_2011-05-12_fixed_,70.1303,ok
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,RestartSAT_B95,5000,timeout
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,glueminisat_2.2.5,5000,timeout
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,SAT09referencesolverprecosat_236,5000,timeout
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,minisathackcir_minisat_2011-05-13_simp_,5000,timeout
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,minisathackreferenceminisat_2.2.0,5000,timeout
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,minisathackEBMiniSAT_2011-03-02,5000,timeout
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,minisathackcontrasat_2011-03-02,5000,timeout
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,minisathackLR_GL_SHR_2011-03-02,5000,timeout
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,minisathackMiniSAT_2.2.0-agile-26,5000,timeout
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,SAT09referencesolverglucose_1.0,5000,timeout
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,glucose_2,5000,timeout
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,EBGlucose_1.0,5000,timeout
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,Lingeling_587f_fixed_,5000,timeout
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,minisathackminisat_psm_2011-04-01,5000,timeout
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,CryptoMiniSat_Strange-Night2-st_fixed_,5000,timeout
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,rcl_2011-04-01,5000,timeout
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,MPhaseSAT64_2011-05-14_fixed_,2847.01,ok
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,QuteRSat_2011-05-12_fixed_,5000,timeout
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,RestartSAT_B95,393.559,ok
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,glueminisat_2.2.5,210.747,ok
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,SAT09referencesolverprecosat_236,293.426,ok
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,minisathackcir_minisat_2011-05-13_simp_,420.069,ok
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,minisathackreferenceminisat_2.2.0,309.692,ok
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,minisathackEBMiniSAT_2011-03-02,254.564,ok
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,minisathackcontrasat_2011-03-02,163.814,ok
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,minisathackLR_GL_SHR_2011-03-02,755.041,ok
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,minisathackMiniSAT_2.2.0-agile-26,270.225,ok
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,SAT09referencesolverglucose_1.0,214.973,ok
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,glucose_2,107.463,ok
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,EBGlucose_1.0,226.225,ok
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,Lingeling_587f_fixed_,286.199,ok
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,minisathackminisat_psm_2011-04-01,233.531,ok
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,CryptoMiniSat_Strange-Night2-st_fixed_,336.951,ok
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,rcl_2011-04-01,482.575,ok
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,MPhaseSAT64_2011-05-14_fixed_,539.634,ok
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,QuteRSat_2011-05-12_fixed_,306.06,ok
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom19.cnf,1,RestartSAT_B95,5000,timeout
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom19.cnf,1,glueminisat_2.2.5,5000,timeout
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom19.cnf,1,SAT09referencesolverprecosat_236,5000,timeout
