9.290467548181968738e-04,1.049318699046475345e-02
1.266556291390730227e-02,1.440397350993383174e-02
0.000000000000000000e+00,2.112908366711474528e-02
7.738632941884981964e-02,2.532369768142126443e-01
1.191919191919191823e-01,1.772005772005770252e-01
6.556482419895526270e-02,1.025571061043112353e-01
2.361712361712361430e-01,2.743670470943199158e-01
1.953694245829077358e-01,2.306094654409260869e-01
1.342905405405405705e-01,1.967905405405405705e-01
3.848848848848849258e-01,4.544544544544544262e-01
1.099114466139228252e-02,2.690897873267028562e-02
4.391743522177415926e-04,1.029863855950818863e-02
8.399999999999996358e-02,1.049999999999999822e-01
1.219512195121951192e-01,1.773835920177382341e-01
3.281853281853286397e-02,2.010939510939511177e-01
1.952975713845817030e-02,1.806780706986274021e-01
2.330877786752011405e-01,3.241439357684692268e-01
5.895001677957034669e-02,6.741874642577438959e-02
7.508678702453974729e-02,1.230275617791485310e-01
7.435887477799629774e-02,1.248868686903999992e-01
5.023552938404618473e-03,2.777380926404859895e-02
1.037363408260771891e-03,1.774914824199225194e-03
1.000000000000000000e+00,1.000000000000000000e+00
2.784044988457823333e-02,1.000000000000000000e+00
1.000000000000000000e+00,9.753433747276618604e-02
1.258060099549718203e-01,2.181764290128640482e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
4.224606930205743183e-02,6.994250340226326745e-02
1.000000000000000000e+00,8.616109626409684807e-02
4.592319121156207551e-03,8.258295439196794430e-02
0.000000000000000000e+00,2.836720226843100212e-01
2.581948810058354304e-03,4.955096542433767848e-01
8.851674641148332690e-03,1.459928229665071742e-01
2.507824726134586513e-01,2.586071987480438317e-01
3.236607142857139685e-02,1.145833333333332593e-01
2.811524609843937261e-01,4.083073229291717121e-01
5.729855351204071745e-02,9.041551468525854673e-02
2.904943126244347029e-01,3.440407922109518513e-01
1.000000000000000000e+00,4.378897180294802904e-01
1.942397329302090192e-01,1.887991307634164784e-01
2.493875884594446424e-01,2.512588459444746736e-01
2.002786014545134829e-01,4.144789770914285576e-01
1.487948735661681621e-02,3.203350077139932583e-02
6.566679057593560742e-04,1.864015213190572950e-03
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.098702238767623740e-04,8.482627578709767135e-05
7.591790783494289929e-02,1.186320697522235124e-01
6.097574280628204058e-02,1.574333508860015218e-01
4.638917135422193638e-04,1.361337851413346733e-03
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
4.442738043001326353e-03,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
8.041237113402055492e-02,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.156932699083862426e-01,1.913869802677943266e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
1.842246593928409393e-02,6.325258635310082589e-02
1.796120461306491833e-01,2.562044093076326634e-01
4.459300617102546216e-02,9.517337643255951996e-02
1.000000000000000000e+00,4.391781124639956291e-01
4.478049352324020571e-02,1.104053103569544447e-01
3.235991167670451141e-01,4.411589392000775378e-01
3.339041095890404875e-02,3.489986599166170489e-01
2.471624850657105910e-02,4.029271206690561158e-01
1.444687045123724811e-01,1.600617579995120554e-01
5.896226415094130147e-04,1.793166083384053477e-01
3.085023545552290081e-02,3.684230041899959618e-01
1.256430707423250581e-02,5.099204455594019691e-02
1.981622626078149985e-02,1.097641814901028079e-01
9.067044051743744504e-04,2.718581620244076014e-03
4.002370419864598183e-02,5.754751031341454048e-02
2.328053577123423423e-02,5.924363538309562749e-02
9.347413861897824194e-02,1.068351871344807025e-01
1.614165890027952077e-02,3.188630009319664005e-01
2.137254901960784492e-01,2.534838935574229568e-01
9.133894645529938572e-05,2.556105684464604622e-02
3.712954333643980753e-02,3.302329916123019071e-01
3.902323197009704980e-02,3.508419763177577089e-01
2.108780019944411777e-03,8.187401944904970641e-03
1.176847843514510217e-01,1.853363192161006090e-01
4.960761278195489066e-01,5.039512844611528930e-01
1.631085043988269589e-01,1.812316715542522383e-01
3.082945013979498938e-02,3.858900279589934090e-01
1.721444947379846546e-02,9.655312136061589001e-02
2.256205506798747429e-02,2.259783795999847911e-01
2.302022777642398488e-02,3.980321938710384977e-02
3.609531244191666044e-02,3.232221850488830039e-01
5.937822875805542910e-02,2.169273934400393067e-01
3.263142174432498432e-02,2.826500896057346779e-01
9.616941704762060894e-02,1.759544452881718346e-01
5.907846178921660751e-02,6.268270571091938415e-02
4.837573876158129949e-02,9.748177295650106711e-02
